court,category,count,type,region,year,female_combined,male_combined,total_combined
Ала-Букинский р/суд,incomplete_higher,0.0,victim,,2022,,,
Нарынский г/суд,incomplete_higher,1.0,victim,,2022,,,
Кочкорский р/суд,incomplete_higher,0.0,victim,,2022,,,
Жумгальский р/суд,incomplete_higher,0.0,victim,,2022,,,
Ат-Башинский р/суд,incomplete_higher,0.0,victim,,2022,,,
Акталинский р/суд,incomplete_higher,0.0,victim,,2022,,,
Нарынский р/суд,incomplete_higher,0.0,victim,,2022,,,
Таласский г/суд,incomplete_higher,0.0,victim,,2022,,,
Таласский р/суд,incomplete_higher,0.0,victim,,2022,,,
Бакай-Атинский р/суд,incomplete_higher,0.0,victim,,2022,,,
Айтматовский р/суд,incomplete_higher,0.0,victim,,2022,,,
Манасский р/суд,incomplete_higher,0.0,victim,,2022,,,
Кадамжайский р/суд,incomplete_higher,19.0,victim,,2022,,,
Кызыл-Кийский р/суд,incomplete_higher,0.0,victim,,2022,,,
Лейлекский р/суд,incomplete_higher,0.0,victim,,2022,,,
Баткенский р/суд,incomplete_higher,0.0,victim,,2022,,,
Сулюктинский р/суд,incomplete_higher,0.0,victim,,2022,,,
Итого ,incomplete_higher,51.0,victim,,2022,,,
Свердловский р/суд,special_secondary,1.0,victim,,2022,,,
Аламудунский р/суд,special_secondary,0.0,victim,,2022,,,
Сокулукский р/суд,special_secondary,0.0,victim,,2022,,,
Жайылский р/суд,special_secondary,9.0,victim,,2022,,,
Чуйский р/суд,special_secondary,0.0,victim,,2022,,,
Московский р/суд,special_secondary,0.0,victim,,2022,,,
Иссык-Атинский р/суд,special_secondary,27.0,victim,,2022,,,
Кеминский р/суд,special_secondary,2.0,victim,,2022,,,
Панфиловский р/суд,special_secondary,1.0,victim,,2022,,,
Токмокский г/суд,special_secondary,3.0,victim,,2022,,,
Ак-Сууйский р/суд,special_secondary,0.0,victim,,2022,,,
Иссык-Кульский р/суд,special_secondary,10.0,victim,,2022,,,
Жети-Огузский р/суд,special_secondary,4.0,victim,,2022,,,
Каракольский г/суд,special_secondary,3.0,victim,,2022,,,
Балыкчинский г/суд,special_secondary,8.0,victim,,2022,,,
Тонский р/суд,special_secondary,0.0,victim,,2022,,,
Тюпский р/суд,special_secondary,0.0,victim,,2022,,,
Ошский г/суд,special_secondary,5.0,victim,,2022,,,
Кара-Сууйский р/суд,special_secondary,0.0,victim,,2022,,,
Узгенский р/суд,special_secondary,0.0,victim,,2022,,,
Ноокатский р/суд,special_secondary,0.0,victim,,2022,,,
Араванский р/суд,special_secondary,0.0,victim,,2022,,,
Алайский р/суд,special_secondary,0.0,victim,,2022,,,
Чон-Алайский р/суд,special_secondary,2.0,victim,,2022,,,
Жалал-Абадский г/суд,special_secondary,0.0,victim,,2022,,,
Сузакский р/суд,special_secondary,1.0,victim,,2022,,,
Ноокенский р/суд,special_secondary,0.0,victim,,2022,,,
Токтогульский р/суд,special_secondary,0.0,victim,,2022,,,
Базаркоргонский р/суд,special_secondary,0.0,victim,,2022,,,
Ташкумырский г/суд,special_secondary,0.0,victim,,2022,,,
Аксыйский р/суд,special_secondary,0.0,victim,,2022,,,
Майлуусуйский г/суд,special_secondary,0.0,victim,,2022,,,
Чаткальский р/суд,special_secondary,0.0,victim,,2022,,,
Кара-Кульский г/суд,special_secondary,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,special_secondary,0.0,victim,,2022,,,
Ала-Букинский р/суд,special_secondary,0.0,victim,,2022,,,
Нарынский г/суд,special_secondary,4.0,victim,,2022,,,
Кочкорский р/суд,special_secondary,2.0,victim,,2022,,,
Жумгальский р/суд,special_secondary,0.0,victim,,2022,,,
Ат-Башинский р/суд,special_secondary,2.0,victim,,2022,,,
Акталинский р/суд,special_secondary,1.0,victim,,2022,,,
Нарынский р/суд,special_secondary,0.0,victim,,2022,,,
Таласский г/суд,special_secondary,2.0,victim,,2022,,,
Таласский р/суд,special_secondary,0.0,victim,,2022,,,
Бакай-Атинский р/суд,special_secondary,4.0,victim,,2022,,,
Айтматовский р/суд,special_secondary,16.0,victim,,2022,,,
Манасский р/суд,special_secondary,3.0,victim,,2022,,,
Кадамжайский р/суд,special_secondary,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,special_secondary,0.0,victim,,2022,,,
Лейлекский р/суд,special_secondary,0.0,victim,,2022,,,
Баткенский р/суд,special_secondary,0.0,victim,,2022,,,
Сулюктинский р/суд,special_secondary,0.0,victim,,2022,,,
Итого ,special_secondary,183.0,victim,,2022,,,
Свердловский р/суд,secondary,300.0,victim,,2022,,,
Аламудунский р/суд,secondary,45.0,victim,,2022,,,
Сокулукский р/суд,secondary,79.0,victim,,2022,,,
Жайылский р/суд,secondary,54.0,victim,,2022,,,
Чуйский р/суд,secondary,27.0,victim,,2022,,,
Московский р/суд,secondary,62.0,victim,,2022,,,
Иссык-Атинский р/суд,secondary,55.0,victim,,2022,,,
Кеминский р/суд,secondary,47.0,victim,,2022,,,
Панфиловский р/суд,secondary,43.0,victim,,2022,,,
Токмокский г/суд,secondary,20.0,victim,,2022,,,
Ак-Сууйский р/суд,secondary,24.0,victim,,2022,,,
Иссык-Кульский р/суд,secondary,75.0,victim,,2022,,,
Жети-Огузский р/суд,secondary,62.0,victim,,2022,,,
Каракольский г/суд,secondary,46.0,victim,,2022,,,
Балыкчинский г/суд,secondary,58.0,victim,,2022,,,
Тонский р/суд,secondary,39.0,victim,,2022,,,
Тюпский р/суд,secondary,75.0,victim,,2022,,,
Ошский г/суд,secondary,78.0,victim,,2022,,,
Кара-Сууйский р/суд,secondary,53.0,victim,,2022,,,
Узгенский р/суд,secondary,11.0,victim,,2022,,,
Ноокатский р/суд,secondary,37.0,victim,,2022,,,
Араванский р/суд,secondary,0.0,victim,,2022,,,
Алайский р/суд,secondary,6.0,victim,,2022,,,
Чон-Алайский р/суд,secondary,3.0,victim,,2022,,,
Жалал-Абадский г/суд,secondary,12.0,victim,,2022,,,
Сузакский р/суд,secondary,17.0,victim,,2022,,,
Ноокенский р/суд,secondary,14.0,victim,,2022,,,
Токтогульский р/суд,secondary,24.0,victim,,2022,,,
Базаркоргонский р/суд,secondary,13.0,victim,,2022,,,
Ташкумырский г/суд,secondary,9.0,victim,,2022,,,
Аксыйский р/суд,secondary,3.0,victim,,2022,,,
Майлуусуйский г/суд,secondary,13.0,victim,,2022,,,
Чаткальский р/суд,secondary,1.0,victim,,2022,,,
Кара-Кульский г/суд,secondary,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,secondary,18.0,victim,,2022,,,
Ала-Букинский р/суд,secondary,15.0,victim,,2022,,,
Нарынский г/суд,secondary,40.0,victim,,2022,,,
Кочкорский р/суд,secondary,89.0,victim,,2022,,,
Жумгальский р/суд,secondary,51.0,victim,,2022,,,
Ат-Башинский р/суд,secondary,35.0,victim,,2022,,,
Акталинский р/суд,secondary,22.0,victim,,2022,,,
Нарынский р/суд,secondary,22.0,victim,,2022,,,
Таласский г/суд,secondary,41.0,victim,,2022,,,
Таласский р/суд,secondary,29.0,victim,,2022,,,
Бакай-Атинский р/суд,secondary,31.0,victim,,2022,,,
Айтматовский р/суд,secondary,22.0,victim,,2022,,,
Манасский р/суд,secondary,27.0,victim,,2022,,,
Кадамжайский р/суд,secondary,25.0,victim,,2022,,,
Кызыл-Кийский р/суд,secondary,23.0,victim,,2022,,,
Лейлекский р/суд,secondary,32.0,victim,,2022,,,
Баткенский р/суд,secondary,48.0,victim,,2022,,,
Сулюктинский р/суд,secondary,21.0,victim,,2022,,,
Итого ,secondary,3014.0,victim,,2022,,,
Свердловский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Аламудунский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Сокулукский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Жайылский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Чуйский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Московский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Иссык-Атинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Кеминский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Панфиловский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Токмокский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Ак-Сууйский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Иссык-Кульский р/суд,incomplete_secondary,4.0,victim,,2022,,,
Жети-Огузский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Каракольский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Балыкчинский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Тонский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Тюпский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Ошский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Кара-Сууйский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Узгенский р/суд,incomplete_secondary,2.0,victim,,2022,,,
Ноокатский р/суд,incomplete_secondary,2.0,victim,,2022,,,
Араванский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Алайский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Чон-Алайский р/суд,incomplete_secondary,2.0,victim,,2022,,,
Жалал-Абадский г/суд,incomplete_secondary,1.0,victim,,2022,,,
Сузакский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Ноокенский р/суд,incomplete_secondary,3.0,victim,,2022,,,
Токтогульский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Базаркоргонский р/суд,incomplete_secondary,3.0,victim,,2022,,,
Ташкумырский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Аксыйский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Майлуусуйский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Чаткальский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Кара-Кульский г/суд,incomplete_secondary,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Ала-Букинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Нарынский г/суд,incomplete_secondary,2.0,victim,,2022,,,
Кочкорский р/суд,incomplete_secondary,6.0,victim,,2022,,,
Жумгальский р/суд,incomplete_secondary,2.0,victim,,2022,,,
Ат-Башинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Акталинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Нарынский р/суд,incomplete_secondary,1.0,victim,,2022,,,
Таласский г/суд,incomplete_secondary,2.0,victim,,2022,,,
Таласский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Бакай-Атинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Айтматовский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Манасский р/суд,incomplete_secondary,1.0,victim,,2022,,,
Кадамжайский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,incomplete_secondary,2.0,victim,,2022,,,
Лейлекский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Баткенский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Сулюктинский р/суд,incomplete_secondary,0.0,victim,,2022,,,
Итого ,incomplete_secondary,41.0,victim,,2022,,,
Свердловский р/суд,no_edu,0.0,victim,,2022,,,
Аламудунский р/суд,no_edu,0.0,victim,,2022,,,
Сокулукский р/суд,no_edu,0.0,victim,,2022,,,
Жайылский р/суд,no_edu,1.0,victim,,2022,,,
Чуйский р/суд,no_edu,0.0,victim,,2022,,,
Московский р/суд,no_edu,0.0,victim,,2022,,,
Иссык-Атинский р/суд,no_edu,0.0,victim,,2022,,,
Кеминский р/суд,no_edu,0.0,victim,,2022,,,
Панфиловский р/суд,no_edu,0.0,victim,,2022,,,
Токмокский г/суд,no_edu,0.0,victim,,2022,,,
Ак-Сууйский р/суд,no_edu,0.0,victim,,2022,,,
Иссык-Кульский р/суд,no_edu,0.0,victim,,2022,,,
Жети-Огузский р/суд,no_edu,0.0,victim,,2022,,,
Каракольский г/суд,no_edu,0.0,victim,,2022,,,
Балыкчинский г/суд,no_edu,0.0,victim,,2022,,,
Тонский р/суд,no_edu,0.0,victim,,2022,,,
Тюпский р/суд,no_edu,0.0,victim,,2022,,,
Ошский г/суд,no_edu,0.0,victim,,2022,,,
Кара-Сууйский р/суд,no_edu,0.0,victim,,2022,,,
Узгенский р/суд,no_edu,0.0,victim,,2022,,,
Ноокатский р/суд,no_edu,0.0,victim,,2022,,,
Араванский р/суд,no_edu,0.0,victim,,2022,,,
Алайский р/суд,no_edu,0.0,victim,,2022,,,
Чон-Алайский р/суд,no_edu,0.0,victim,,2022,,,
Жалал-Абадский г/суд,no_edu,0.0,victim,,2022,,,
Сузакский р/суд,no_edu,0.0,victim,,2022,,,
Ноокенский р/суд,no_edu,0.0,victim,,2022,,,
Токтогульский р/суд,no_edu,0.0,victim,,2022,,,
Базаркоргонский р/суд,no_edu,0.0,victim,,2022,,,
Ташкумырский г/суд,no_edu,0.0,victim,,2022,,,
Аксыйский р/суд,no_edu,0.0,victim,,2022,,,
Майлуусуйский г/суд,no_edu,0.0,victim,,2022,,,
Чаткальский р/суд,no_edu,0.0,victim,,2022,,,
Кара-Кульский г/суд,no_edu,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,no_edu,0.0,victim,,2022,,,
Ала-Букинский р/суд,no_edu,0.0,victim,,2022,,,
Нарынский г/суд,no_edu,0.0,victim,,2022,,,
Кочкорский р/суд,no_edu,1.0,victim,,2022,,,
Жумгальский р/суд,no_edu,0.0,victim,,2022,,,
Ат-Башинский р/суд,no_edu,1.0,victim,,2022,,,
Акталинский р/суд,no_edu,0.0,victim,,2022,,,
Нарынский р/суд,no_edu,0.0,victim,,2022,,,
Таласский г/суд,no_edu,1.0,victim,,2022,,,
Таласский р/суд,no_edu,0.0,victim,,2022,,,
Бакай-Атинский р/суд,no_edu,0.0,victim,,2022,,,
Айтматовский р/суд,no_edu,0.0,victim,,2022,,,
Манасский р/суд,no_edu,0.0,victim,,2022,,,
Кадамжайский р/суд,no_edu,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,no_edu,0.0,victim,,2022,,,
Лейлекский р/суд,no_edu,0.0,victim,,2022,,,
Баткенский р/суд,no_edu,0.0,victim,,2022,,,
Сулюктинский р/суд,no_edu,0.0,victim,,2022,,,
Итого ,no_edu,4.0,victim,,2022,,,
Свердловский р/суд,other_edu,0.0,victim,,2022,,,
Аламудунский р/суд,other_edu,0.0,victim,,2022,,,
Сокулукский р/суд,other_edu,0.0,victim,,2022,,,
Жайылский р/суд,other_edu,0.0,victim,,2022,,,
Чуйский р/суд,other_edu,0.0,victim,,2022,,,
Московский р/суд,other_edu,0.0,victim,,2022,,,
Иссык-Атинский р/суд,other_edu,0.0,victim,,2022,,,
Кеминский р/суд,other_edu,0.0,victim,,2022,,,
Панфиловский р/суд,other_edu,0.0,victim,,2022,,,
Токмокский г/суд,other_edu,0.0,victim,,2022,,,
Ак-Сууйский р/суд,other_edu,0.0,victim,,2022,,,
Иссык-Кульский р/суд,other_edu,0.0,victim,,2022,,,
Жети-Огузский р/суд,other_edu,0.0,victim,,2022,,,
Каракольский г/суд,other_edu,0.0,victim,,2022,,,
Балыкчинский г/суд,other_edu,0.0,victim,,2022,,,
Тонский р/суд,other_edu,0.0,victim,,2022,,,
Тюпский р/суд,other_edu,0.0,victim,,2022,,,
Ошский г/суд,other_edu,0.0,victim,,2022,,,
Кара-Сууйский р/суд,other_edu,0.0,victim,,2022,,,
Узгенский р/суд,other_edu,0.0,victim,,2022,,,
Ноокатский р/суд,other_edu,0.0,victim,,2022,,,
Араванский р/суд,other_edu,0.0,victim,,2022,,,
Алайский р/суд,other_edu,0.0,victim,,2022,,,
Чон-Алайский р/суд,other_edu,0.0,victim,,2022,,,
Жалал-Абадский г/суд,other_edu,0.0,victim,,2022,,,
Сузакский р/суд,other_edu,0.0,victim,,2022,,,
Ноокенский р/суд,other_edu,0.0,victim,,2022,,,
Токтогульский р/суд,other_edu,0.0,victim,,2022,,,
Базаркоргонский р/суд,other_edu,0.0,victim,,2022,,,
Ташкумырский г/суд,other_edu,0.0,victim,,2022,,,
Аксыйский р/суд,other_edu,0.0,victim,,2022,,,
Майлуусуйский г/суд,other_edu,0.0,victim,,2022,,,
Чаткальский р/суд,other_edu,0.0,victim,,2022,,,
Кара-Кульский г/суд,other_edu,21.0,victim,,2022,,,
Тогу-Тороузский р/суд,other_edu,0.0,victim,,2022,,,
Ала-Букинский р/суд,other_edu,0.0,victim,,2022,,,
Нарынский г/суд,other_edu,0.0,victim,,2022,,,
Кочкорский р/суд,other_edu,0.0,victim,,2022,,,
Жумгальский р/суд,other_edu,0.0,victim,,2022,,,
Ат-Башинский р/суд,other_edu,0.0,victim,,2022,,,
Акталинский р/суд,other_edu,0.0,victim,,2022,,,
Нарынский р/суд,other_edu,0.0,victim,,2022,,,
Таласский г/суд,other_edu,0.0,victim,,2022,,,
Таласский р/суд,other_edu,1.0,victim,,2022,,,
Бакай-Атинский р/суд,other_edu,0.0,victim,,2022,,,
Айтматовский р/суд,other_edu,0.0,victim,,2022,,,
Манасский р/суд,other_edu,0.0,victim,,2022,,,
Кадамжайский р/суд,other_edu,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,other_edu,0.0,victim,,2022,,,
Лейлекский р/суд,other_edu,0.0,victim,,2022,,,
Баткенский р/суд,other_edu,0.0,victim,,2022,,,
Сулюктинский р/суд,other_edu,0.0,victim,,2022,,,
Итого ,other_edu,22.0,victim,,2022,,,
Свердловский р/суд,worker,0.0,victim,,2022,,,
Аламудунский р/суд,worker,20.0,victim,,2022,,,
Сокулукский р/суд,worker,0.0,victim,,2022,,,
Жайылский р/суд,worker,0.0,victim,,2022,,,
Чуйский р/суд,worker,0.0,victim,,2022,,,
Московский р/суд,worker,0.0,victim,,2022,,,
Иссык-Атинский р/суд,worker,28.0,victim,,2022,,,
Кеминский р/суд,worker,3.0,victim,,2022,,,
Панфиловский р/суд,worker,3.0,victim,,2022,,,
Токмокский г/суд,worker,11.0,victim,,2022,,,
Ак-Сууйский р/суд,worker,0.0,victim,,2022,,,
Иссык-Кульский р/суд,worker,0.0,victim,,2022,,,
Жети-Огузский р/суд,worker,15.0,victim,,2022,,,
Каракольский г/суд,worker,16.0,victim,,2022,,,
Балыкчинский г/суд,worker,16.0,victim,,2022,,,
Тонский р/суд,worker,0.0,victim,,2022,,,
Тюпский р/суд,worker,0.0,victim,,2022,,,
Ошский г/суд,worker,22.0,victim,,2022,,,
Кара-Сууйский р/суд,worker,0.0,victim,,2022,,,
Узгенский р/суд,worker,0.0,victim,,2022,,,
Ноокатский р/суд,worker,0.0,victim,,2022,,,
Араванский р/суд,worker,0.0,victim,,2022,,,
Алайский р/суд,worker,0.0,victim,,2022,,,
Чон-Алайский р/суд,worker,0.0,victim,,2022,,,
Жалал-Абадский г/суд,worker,0.0,victim,,2022,,,
Сузакский р/суд,worker,3.0,victim,,2022,,,
Ноокенский р/суд,worker,1.0,victim,,2022,,,
Токтогульский р/суд,worker,0.0,victim,,2022,,,
Базаркоргонский р/суд,worker,0.0,victim,,2022,,,
Ташкумырский г/суд,worker,0.0,victim,,2022,,,
Аксыйский р/суд,worker,0.0,victim,,2022,,,
Майлуусуйский г/суд,worker,2.0,victim,,2022,,,
Чаткальский р/суд,worker,0.0,victim,,2022,,,
Кара-Кульский г/суд,worker,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,worker,0.0,victim,,2022,,,
Ала-Букинский р/суд,worker,0.0,victim,,2022,,,
Нарынский г/суд,worker,14.0,victim,,2022,,,
Кочкорский р/суд,worker,0.0,victim,,2022,,,
Жумгальский р/суд,worker,20.0,victim,,2022,,,
Ат-Башинский р/суд,worker,1.0,victim,,2022,,,
Акталинский р/суд,worker,0.0,victim,,2022,,,
Нарынский р/суд,worker,0.0,victim,,2022,,,
Таласский г/суд,worker,0.0,victim,,2022,,,
Таласский р/суд,worker,0.0,victim,,2022,,,
Бакай-Атинский р/суд,worker,4.0,victim,,2022,,,
Айтматовский р/суд,worker,17.0,victim,,2022,,,
Манасский р/суд,worker,0.0,victim,,2022,,,
Кадамжайский р/суд,worker,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,worker,0.0,victim,,2022,,,
Лейлекский р/суд,worker,2.0,victim,,2022,,,
Баткенский р/суд,worker,0.0,victim,,2022,,,
Сулюктинский р/суд,worker,0.0,victim,,2022,,,
Итого ,worker,495.0,victim,,2022,,,
Свердловский р/суд,gov_employee,10.0,victim,,2022,,,
Аламудунский р/суд,gov_employee,0.0,victim,,2022,,,
Сокулукский р/суд,gov_employee,0.0,victim,,2022,,,
Жайылский р/суд,gov_employee,0.0,victim,,2022,,,
Чуйский р/суд,gov_employee,0.0,victim,,2022,,,
Московский р/суд,gov_employee,0.0,victim,,2022,,,
Иссык-Атинский р/суд,gov_employee,0.0,victim,,2022,,,
Кеминский р/суд,gov_employee,0.0,victim,,2022,,,
Панфиловский р/суд,gov_employee,0.0,victim,,2022,,,
Токмокский г/суд,gov_employee,0.0,victim,,2022,,,
Ак-Сууйский р/суд,gov_employee,0.0,victim,,2022,,,
Иссык-Кульский р/суд,gov_employee,4.0,victim,,2022,,,
Жети-Огузский р/суд,gov_employee,0.0,victim,,2022,,,
Каракольский г/суд,gov_employee,10.0,victim,,2022,,,
Балыкчинский г/суд,gov_employee,2.0,victim,,2022,,,
Тонский р/суд,gov_employee,0.0,victim,,2022,,,
Тюпский р/суд,gov_employee,0.0,victim,,2022,,,
Ошский г/суд,gov_employee,0.0,victim,,2022,,,
Кара-Сууйский р/суд,gov_employee,0.0,victim,,2022,,,
Узгенский р/суд,gov_employee,0.0,victim,,2022,,,
Ноокатский р/суд,gov_employee,0.0,victim,,2022,,,
Араванский р/суд,gov_employee,0.0,victim,,2022,,,
Алайский р/суд,gov_employee,0.0,victim,,2022,,,
Чон-Алайский р/суд,gov_employee,0.0,victim,,2022,,,
Жалал-Абадский г/суд,gov_employee,0.0,victim,,2022,,,
Сузакский р/суд,gov_employee,0.0,victim,,2022,,,
Ноокенский р/суд,gov_employee,0.0,victim,,2022,,,
Токтогульский р/суд,gov_employee,0.0,victim,,2022,,,
Базаркоргонский р/суд,gov_employee,0.0,victim,,2022,,,
Ташкумырский г/суд,gov_employee,0.0,victim,,2022,,,
Аксыйский р/суд,gov_employee,0.0,victim,,2022,,,
Майлуусуйский г/суд,gov_employee,0.0,victim,,2022,,,
Чаткальский р/суд,gov_employee,1.0,victim,,2022,,,
Кара-Кульский г/суд,gov_employee,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,gov_employee,1.0,victim,,2022,,,
Ала-Букинский р/суд,gov_employee,0.0,victim,,2022,,,
Нарынский г/суд,gov_employee,3.0,victim,,2022,,,
Кочкорский р/суд,gov_employee,0.0,victim,,2022,,,
Жумгальский р/суд,gov_employee,0.0,victim,,2022,,,
Ат-Башинский р/суд,gov_employee,2.0,victim,,2022,,,
Акталинский р/суд,gov_employee,0.0,victim,,2022,,,
Нарынский р/суд,gov_employee,4.0,victim,,2022,,,
Таласский г/суд,gov_employee,0.0,victim,,2022,,,
Таласский р/суд,gov_employee,4.0,victim,,2022,,,
Бакай-Атинский р/суд,gov_employee,1.0,victim,,2022,,,
Айтматовский р/суд,gov_employee,3.0,victim,,2022,,,
Манасский р/суд,gov_employee,2.0,victim,,2022,,,
Кадамжайский р/суд,gov_employee,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,gov_employee,1.0,victim,,2022,,,
Лейлекский р/суд,gov_employee,2.0,victim,,2022,,,
Баткенский р/суд,gov_employee,0.0,victim,,2022,,,
Сулюктинский р/суд,gov_employee,0.0,victim,,2022,,,
Итого ,gov_employee,50.0,victim,,2022,,,
Свердловский р/суд,official,0.0,victim,,2022,,,
Аламудунский р/суд,official,0.0,victim,,2022,,,
Сокулукский р/суд,official,0.0,victim,,2022,,,
Жайылский р/суд,official,1.0,victim,,2022,,,
Чуйский р/суд,official,0.0,victim,,2022,,,
Московский р/суд,official,0.0,victim,,2022,,,
Иссык-Атинский р/суд,official,0.0,victim,,2022,,,
Кеминский р/суд,official,0.0,victim,,2022,,,
Панфиловский р/суд,official,0.0,victim,,2022,,,
Токмокский г/суд,official,0.0,victim,,2022,,,
Ак-Сууйский р/суд,official,0.0,victim,,2022,,,
Иссык-Кульский р/суд,official,0.0,victim,,2022,,,
Жети-Огузский р/суд,official,0.0,victim,,2022,,,
Каракольский г/суд,official,0.0,victim,,2022,,,
Балыкчинский г/суд,official,0.0,victim,,2022,,,
Тонский р/суд,official,0.0,victim,,2022,,,
Тюпский р/суд,official,0.0,victim,,2022,,,
Ошский г/суд,official,0.0,victim,,2022,,,
Кара-Сууйский р/суд,official,0.0,victim,,2022,,,
Узгенский р/суд,official,0.0,victim,,2022,,,
Ноокатский р/суд,official,0.0,victim,,2022,,,
Араванский р/суд,official,0.0,victim,,2022,,,
Алайский р/суд,official,0.0,victim,,2022,,,
Чон-Алайский р/суд,official,0.0,victim,,2022,,,
Жалал-Абадский г/суд,official,0.0,victim,,2022,,,
Сузакский р/суд,official,0.0,victim,,2022,,,
Ноокенский р/суд,official,0.0,victim,,2022,,,
Токтогульский р/суд,official,0.0,victim,,2022,,,
Базаркоргонский р/суд,official,0.0,victim,,2022,,,
Ташкумырский г/суд,official,0.0,victim,,2022,,,
Аксыйский р/суд,official,0.0,victim,,2022,,,
Майлуусуйский г/суд,official,0.0,victim,,2022,,,
Чаткальский р/суд,official,0.0,victim,,2022,,,
Кара-Кульский г/суд,official,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,official,0.0,victim,,2022,,,
Ала-Букинский р/суд,official,0.0,victim,,2022,,,
Нарынский г/суд,official,0.0,victim,,2022,,,
Кочкорский р/суд,official,0.0,victim,,2022,,,
Жумгальский р/суд,official,0.0,victim,,2022,,,
Ат-Башинский р/суд,official,0.0,victim,,2022,,,
Акталинский р/суд,official,0.0,victim,,2022,,,
Нарынский р/суд,official,0.0,victim,,2022,,,
Таласский г/суд,official,0.0,victim,,2022,,,
Таласский р/суд,official,0.0,victim,,2022,,,
Бакай-Атинский р/суд,official,0.0,victim,,2022,,,
Айтматовский р/суд,official,0.0,victim,,2022,,,
Манасский р/суд,official,0.0,victim,,2022,,,
Кадамжайский р/суд,official,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,official,0.0,victim,,2022,,,
Лейлекский р/суд,official,0.0,victim,,2022,,,
Баткенский р/суд,official,0.0,victim,,2022,,,
Сулюктинский р/суд,official,0.0,victim,,2022,,,
Итого ,official,1.0,victim,,2022,,,
Свердловский р/суд,military,0.0,victim,,2022,,,
Аламудунский р/суд,military,0.0,victim,,2022,,,
Сокулукский р/суд,military,0.0,victim,,2022,,,
Жайылский р/суд,military,0.0,victim,,2022,,,
Чуйский р/суд,military,0.0,victim,,2022,,,
Московский р/суд,military,0.0,victim,,2022,,,
Иссык-Атинский р/суд,military,0.0,victim,,2022,,,
Кеминский р/суд,military,0.0,victim,,2022,,,
Панфиловский р/суд,military,0.0,victim,,2022,,,
Токмокский г/суд,military,0.0,victim,,2022,,,
Ак-Сууйский р/суд,military,0.0,victim,,2022,,,
Иссык-Кульский р/суд,military,0.0,victim,,2022,,,
Жети-Огузский р/суд,military,0.0,victim,,2022,,,
Каракольский г/суд,military,0.0,victim,,2022,,,
Балыкчинский г/суд,military,0.0,victim,,2022,,,
Тонский р/суд,military,0.0,victim,,2022,,,
Тюпский р/суд,military,0.0,victim,,2022,,,
Ошский г/суд,military,0.0,victim,,2022,,,
Кара-Сууйский р/суд,military,0.0,victim,,2022,,,
Узгенский р/суд,military,0.0,victim,,2022,,,
Ноокатский р/суд,military,0.0,victim,,2022,,,
Араванский р/суд,military,0.0,victim,,2022,,,
